"duree","historique","objet","montant","epargne","anciennete_emploi","taux_endettement","statut","autres_debiteurs","domicile","biens","age","credit_exterieur","logement","emploi","nombre_personnes","telephone","cible","compte","nombre_credit","travailleur_etranger"
24,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",2303,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","co-demandeur","inferieur a 1 an","immobilier",45,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
36,"retard dans le paiement dans le passe","voiture (nouveau)",8086,"comprise entre 100 et 500 ","superieur a 7 ans","compris entre 20% et 25%","celibataire","aucun","superieur a 7 ans","voiture ou autre",42,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit avec impaye","compris entre 0 et 200 ","superieur a 7 ans","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","voiture (utilise)",2346,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","voiture ou autre",35,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
14,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",3973,"inferieur a 100 ","sans emploi","inferieur a 20%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",22,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",888,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",41,"banque ","proprietaire","non qualifie","2 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
48,"credits deja rembourses jusqu'a maintenant","appareils menagers",10222,"compte d'epargne inconnu / non","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","voiture ou autre",37,"etablissements de credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
30,"aucun credit pris /tous les credits ont ete rembourses","business",4221,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","voiture ou autre",28,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","radio / television",6361,"inferieur a 100 ","superieur a 7 ans","compris entre 20% et 25%","celibataire","aucun","inferieur a 1 an","inconnu / pas de propriete",41,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","appareils menagers",1297,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 25% et 35%","homme: marie/veuf","aucun","superieur a 7 ans","immobilier",23,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",900,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","superieur a 35%","homme: marie/veuf","aucun","compris entre 1 et 4 ans","voiture ou autre",23,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
21,"credits deja rembourses jusqu'a maintenant","radio / television",2241,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",50,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
6,"retard dans le paiement dans le passe","radio / television",1050,"inferieur a 100 ","sans emploi","superieur a 35%","celibataire","aucun","inferieur a 1 an","assurance-vie",35,"etablissements de credit","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
6,"compte critique /autres credits existants (pas dans cette banque)","vacances",1047,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","assurance-vie",50,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","mobilier / equipement",6314,"inferieur a 100 ","sans emploi","superieur a 35%","celibataire","co-demandeur","compris entre 1 et 4 ans","inconnu / pas de propriete",27,"banque ","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
30,"tous les credits de cette banque ont ete rembourses","radio / television",3496,"superieur a 1000 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",34,"etablissements de credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
48,"tous les credits de cette banque ont ete rembourses","business",3609,"inferieur a 100 ","compris entre 1 et 4 ans","inferieur a 20%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","immobilier",27,"etablissements de credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",4843,"inferieur a 100 ","superieur a 7 ans","compris entre 25% et 35%","celibataire","co-demandeur","superieur a 7 ans","assurance-vie",43,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
30,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",3017,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","assurance-vie",47,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","business",4139,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","compris entre 25% et 35%","celibataire","aucun","compris entre 4 et 7 ans","assurance-vie",27,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
36,"credits deja rembourses jusqu'a maintenant","business",5742,"comprise entre 100 et 500 ","compris entre 4 et 7 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",31,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
60,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",10366,"inferieur a 100 ","superieur a 7 ans","compris entre 20% et 25%","celibataire","aucun","superieur a 7 ans","assurance-vie",42,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
6,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",2080,"comprise entre 500 et 1000 ","compris entre 1 et 4 ans","inferieur a 20%","homme: marie/veuf","aucun","compris entre 1 et 4 ans","voiture ou autre",24,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
21,"retard dans le paiement dans le passe","business",2580,"comprise entre 500 et 1000 ","inferieur a 1 an","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",41,"banque ","proprietaire","non qualifie","2 personne","sans telephone","credit avec impaye","pas de compte courant","1 credit","oui"
30,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",4530,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",26,"aucun credit","locataire","cadres","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","radio / television",5150,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",33,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
72,"credits deja rembourses jusqu'a maintenant","appareils menagers",5595,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","compris entre 20% et 25%","homme: marie/veuf","aucun","compris entre 1 et 4 ans","voiture ou autre",24,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","appareils menagers",2384,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","immobilier",64,"banque ","locataire","non qualifie","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","appareils menagers",1453,"inferieur a 100 ","inferieur a 1 an","compris entre 25% et 35%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","immobilier",26,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
6,"credits deja rembourses jusqu'a maintenant","vacances",1538,"inferieur a 100 ","inferieur a 1 an","inferieur a 20%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","inconnu / pas de propriete",56,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","appareils menagers",2279,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",37,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
15,"retard dans le paiement dans le passe","appareils menagers",1478,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","homme: marie/veuf","aucun","compris entre 4 et 7 ans","immobilier",33,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",5103,"inferieur a 100 ","inferieur a 1 an","compris entre 25% et 35%","homme: marie/veuf","aucun","compris entre 4 et 7 ans","inconnu / pas de propriete",47,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","3 credits","oui"
36,"retard dans le paiement dans le passe","business",9857,"comprise entre 100 et 500 ","compris entre 4 et 7 ans","inferieur a 20%","celibataire","aucun","compris entre 4 et 7 ans","assurance-vie",31,"aucun credit","proprietaire","non qualifie","2 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
60,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",6527,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",34,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","2 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
10,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",1347,"compte d'epargne inconnu / non","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","assurance-vie",27,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","superieur ou egale a 200 ","2 credits","oui"
36,"retard dans le paiement dans le passe","voiture (nouveau)",2862,"comprise entre 100 et 500 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","inconnu / pas de propriete",30,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
9,"credits deja rembourses jusqu'a maintenant","appareils menagers",2753,"comprise entre 100 et 500 ","superieur a 7 ans","compris entre 25% et 35%","celibataire","co-demandeur","superieur a 7 ans","voiture ou autre",35,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",3651,"superieur a 1000 ","compris entre 1 et 4 ans","inferieur a 20%","celibataire","aucun","compris entre 4 et 7 ans","assurance-vie",31,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
